world_rank,university_name,country,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,year,continent,female_ratio,male_ratio,lat,lon,cost_of_living,international_ratio,Y1 ,Y2 ,Y3 ,Y4 ,Y5 ,Y6 
18,University of Michigan,United States,75.4,47.2,90,94.3,53.3,82.8,41786,9,16%,2012,North America,48,52,42.2942142,-83.7100389,748.037,0.16,-3.14928352834243,0.518245090668187,-1.01939975106977,0.566288908026006,0.431586272232771,-0.396529560151747
19,University of Toronto,Canada,76.9,69,87.4,86.5,44.9,81.6,66198,19.5,15%,2012,North America,,,43.6633335,-79.3976997,695.607,0.15,-2.97560363735432,0.01533080192129,-1.0775760379212,-0.363197854493157,0.997956000678236,-0.153433057970298
20,Cornell University,United States,70.4,53.4,87.2,93.5,-,80.5,21424,10.2,19%,2012,North America,48,52,42.4505507,-76.4783513,748.037,0.19,-3.15269543593495,0.604872034008924,-0.397567169125784,0.168135014717826,-0.061777012212515,-0.443961535306108
21,Carnegie Mellon University,United States,65.7,55,79.5,97.4,60.7,78.4,11885,13.1,35%,2012,North America,39,61,40.4441619,-79.9427283,748.037,0.35,-2.74743964345194,0.234678421508627,-0.74460184298956,0.201467321896362,-0.187239324774358,-0.379543978323562
22,Duke University,United States,62.6,46.9,77.9,97.4,100,77.4,15172,4.8,17%,2012,North America,49,51,36.0001557,-78.9442297,748.037,0.17,-3.03926580929217,1.20653697687587,0.431251923491088,0.0881245224873,-1.26104755525256,-0.424339375016215
22,University of British Columbia,Canada,68.6,88.7,78.6,85.2,40.6,77.4,50152,17.6,25%,2012,North America,54,46,49.2583938,-123.2465816,695.607,0.25,-2.52613657145736,-0.773664146786558,-0.96004846805146,-1.03597534797677,0.926537133610571,-0.097529266474189
24,Georgia Institute of Technology,United States,66.6,65,73.8,91.9,99.2,77,19967,20.1,26%,2012,North America,31,69,33.776033,-84.3988409,748.037,0.26,-3.0813968758558,0.738832076339719,0.685137705720166,-0.520455694097123,-0.957809158987192,-0.039970470211776
25,University of Washington,United States,70.8,36.9,74,98.2,31.8,76.5,44020,11.8,13%,2012,North America,53,47,47.6543238,-122.3080089,748.037,0.13,-2.25265970354644,0.214314769245418,-1.82778170222258,1.12911877630007,0.419856354941144,-0.119917193456609
26,Northwestern University,United States,66.3,35.3,75.5,98.6,56.6,76.2,18334,13.8,15%,2012,North America,48,52,42.0551164,-87.6758111,748.037,0.15,-2.46125411247147,0.706703488466646,-1.05828906522997,0.923811499317299,-0.265850669002242,-0.317975056481878
27,University of Wisconsin,United States,74.3,23.8,77.3,90.6,55.3,75.8,39655,10.8,11%,2012,North America,51,49,43.0798281,-89.4306643,748.037,0.11,-2.50405984814918,1.21177318976378,-1.01464716360153,1.33310372381925,0.192304538931617,-0.109225469535913
28,McGill University,Canada,72.8,81.4,78.4,77.1,35.1,75.5,31326,13.7,23%,2012,North America,56,44,45.5069177,-73.5791163,695.607,0.23,-2.36294077861358,-0.525269875992558,-0.986465948082746,-0.748906223931381,1.40163681022124,0.042026224859919
29,University of Texas at Austin,United States,69.5,38.8,76.1,89.6,57.7,74.9,49427,17.4,9%,2012,North America,51,49,30.2849,-97.7341,748.037,0.09,-2.44383389834428,0.769946173184391,-0.765135608883121,0.770003843409854,0.119693763509093,-0.184477886527866
30,University of Tokyo,Japan,86.1,23,80.3,69.1,76.6,74.3,26199,5.7,10%,2012,Asia,,,35.9020448,139.9362201,891.631,0.1,-2.97783629310527,1.46901626763136,0.664131691899221,1.78359782615345,0.71808611364627,0.30618499164159
31,University of Illinois at Urbana-Champaign,United States,67.9,50.7,81.3,81.5,-,74.2,42727,18.7,20%,2012,North America,47,53,40.101976,-88.2314378,748.037,0.2,-2.63112458332249,0.770269245242696,-0.062373210824539,0.197527438475006,0.217706743071198,-0.341642290418369
32,Karolinska Institute,Sweden,69.9,82,73.8,73.1,78.5,73.1,7774,11.5,22%,2012,Europe,70,30,59.3481,18.0237,765.585,0.22,-2.69892369547677,0.017746069766473,0.741779240107829,-0.889059906096104,0.359043164270845,0.156810755423944
33,"University of California, San Diego",United States,61.4,31.5,72,97.8,51.8,73,27233,6.5,11%,2012,North America,48,52,32.8793526,-117.2311005,748.037,0.11,-2.08716282013442,0.663804255423056,-1.18216981060276,1.07204744873019,-0.287500849603799,-0.416432034283372
34,University of Hong Kong,Hong Kong,74,83.7,80.1,60.5,64.1,72.3,19835,17.6,38%,2012,Asia,53,47,22.2832633,114.1367447,836.098,0.38,-2.6676235350322,-0.37223455698855,0.870738635777747,-0.525340338795174,1.3500348737164,0.104040394502127
35,"University of California, Santa Barbara",United States,55,52.6,65.3,99.9,85,72.1,22020,27.3,11%,2012,North America,52,48,34.4145937,-119.8458195,748.037,0.11,-2.32780639734783,0.56157386630861,0.00194941656852,0.018497386532712,-1.31646297104979,-0.296629574429512
36,University of Edinburgh,United Kingdom,63,79.8,61.4,92.3,41.3,72,25774,14.1,36%,2012,Europe,58,42,55.9450449,-3.1902313,698.496,0.36,-1.92931578089551,-0.75004461563489,-1.1400313578017,-0.708544209753844,0.226128458790688,0.217216304021097
37,University of Melbourne,Australia,62.2,82.5,72.4,80.7,44.4,71.9,40128,23.7,35%,2012,Oceania,55,45,-37.7972583,144.9584501,771.256,0.35,-2.12721628646862,-0.870531479728004,-0.458815054523247,-0.561193130621292,0.742112717085973,-0.157854383927696
38,Australian National University,Australia,62.8,93.8,75.1,72.6,41.7,71.2,14604,19.2,35%,2012,Oceania,52,48,-35.2812134,149.1166533,771.256,0.35,-2.11714766854094,-1.13899744175059,-0.23535321421744,-0.956363106407686,1.2035594457256,-0.169245383150164
38,"University of California, Davis",United States,68,51.4,68.7,83.4,52.5,71.2,35364,13.9,13%,2012,North America,54,46,38.5224751,-121.7513927,748.037,0.13,-2.09076256103575,0.311312773077725,-0.635763959136007,0.36079597695455,0.372668532319581,0.063718997619871
40,National University of Singapore,Singapore,65.7,93,79,63.4,60.7,70.9,31592,15.5,34%,2012,Asia,49,51,1.2962018,103.7768994,746.753,0.34,-2.34810678621795,-0.478270018230326,0.497336409022009,-1.25262030835895,1.19373990212857,-0.151270848322375
41,Washington University in St Louis,United States,64,45.7,58.9,96.1,-,70.5,12528,5.7,17%,2012,North America,,,38.6446284,-90.3137929,748.037,0.17,-2.1153349059833,0.573542502355376,-0.454431923081539,0.433354265657832,-0.773773925200484,0.224935341238638
42,University of Minnesota,United States,66.1,25.6,72.5,85.4,-,70,46825,18,13%,2012,North America,52,48,44.973086,-93.2370881,748.037,0.13,-2.1906379957721,1.39804846286963,-0.346103707060436,1.06845140426767,-0.205328684602559,-0.233392564711045
43,University of North Carolina at Chapel Hill,United States,67.6,20.2,62.6,92.6,35.5,69.3,26518,7.3,8%,2012,North America,58,42,35.9146715,-79.048756,748.037,0.08,-1.61307646777611,0.751363188215146,-1.65447292590276,1.63041879188715,0.216466490740197,0.075835375384317
44,New York University,United States,60.2,38.1,65.4,92.3,30.9,69,42056,6.8,19%,2012,North America,55,45,40.7292532,-73.9962539,748.037,0.19,-1.52881683965509,0.073379938030532,-1.60969421167905,1.02068250087278,0.31570480407358,-0.235810444150415
45,LMU Munich,Germany,63.8,54.3,59.9,84.6,40.7,67.6,35691,15.5,13%,2012,Europe,62,38,48.1517251,11.5859138,723.534,0.13,-1.56529655674216,-0.015306565892117,-1.06110424497155,0.252018253732592,0.404513448212679,0.190414596368307
46,Ecole Polytechnique Federale de Lausanne,Switzerland,53.1,98.9,43.9,95.3,46.7,66.3,9666,10.5,54%,2012,Europe,27,73,46.5191,6.5668,1296.412,0.54,-2.07575455407895,-3.88311001466173,1.24472336947888,1.32450516627715,-0.45315133441623,0.508072214514684
47,London School of Economics and Political Science,United Kingdom,66.4,96,75.4,50.6,41.1,66,,,,2012,Europe,,,51.514429,-0.1165884,698.496,,-1.7209518968363,-0.614908853675041,0.102926162646277,-1.44199675061231,2.10431405332168,-0.003479836176879
48,University of Manchester,United Kingdom,59,80.4,61.1,75.6,37.7,65.7,34938,15.3,34%,2012,Europe,52,48,53.4739625,-2.2351187,698.496,0.34,-1.40290571414939,-0.679981031182886,-0.759109484027157,-0.791786605264577,0.839724631479567,0.085290587348108
49,Brown University,United States,59.8,33.4,53.6,93.9,34.9,65.6,8653,10.1,19%,2012,North America,,,41.8268682,-71.4012315,748.037,0.19,-1.22202081745291,0.200402116420504,-1.54824667627592,1.15850874545784,-0.059436612976614,0.131318529071418
49,Peking University,China,82.3,51.7,64.1,51,99.9,65.6,40148,8.3,14%,2012,Asia,,,39.9922379,116.3039382,419.868,0.14,-2.00763205150279,3.08426975726117,0.528953296815023,-1.68045875624959,0.620320511493067,0.89583186063375
51,Pennsylvania State University,United States,53.5,29.5,66.7,83.4,61.6,64.9,44501,12.4,12%,2012,North America,46,54,39.9456098,-79.659401,748.037,0.12,-1.48583991717542,0.977732702992302,-0.440626078314088,0.943790358539709,-0.250423103613017,-0.526549098538564
52,Kyoto University,Japan,76.4,21.1,72,56.3,71.7,64.8,22809,5.6,7%,2012,Asia,,,35.0274996,135.7815451,891.631,0.07,-2.0737339109604,1.43568833810732,0.92012448380307,1.79209385223192,0.970883544560593,0.202926494374428
53,Pohang University of Science and Technology,South Korea,56.4,25,51.9,92.3,100,64.6,3055,10.1,4%,2012,Asia,20,80,36.017731,129.3210751,823.151,0.04,-1.88608499313577,1.3984913695821,0.732356367619816,1.14767802790617,-1.7157012582632,0.117505180280386
54,Boston University,United States,60.7,37.2,46.2,95.6,27.6,64.2,24789,8.6,17%,2012,North America,58,42,42.3504253,-71.1005611,748.037,0.17,-1.01126217235233,-0.109347836527443,-1.78690930753454,1.11781347205796,-0.031826541062328,0.421985950815767
55,University of Southern California,United States,65.8,41.1,48.7,80.2,99.3,64,36534,12.9,20%,2012,North America,52,48,34.0224149,-118.2863441,748.037,0.2,-1.89694705211744,1.43867947782013,0.865340875217207,0.258032617888623,-1.05981885659321,0.683169977442895
56,Kings College London,United Kingdom,49.8,90,54.2,80.9,40.8,63.2,21394,11.4,37%,2012,Europe,61,39,51.4698444,-0.0892786,698.496,0.37,-1.12563069308022,-1.10229851743877,-0.672721363734601,-1.16758687352482,0.321451200842442,-0.000839219016158
57,Ohio State University,United States,61.8,42.2,56.2,77.5,49.9,63,51462,13.4,12%,2012,North America,49,51,40.0057091,-83.0286626,748.037,0.12,-1.29377008352373,0.468426505198466,-0.571938176363245,0.650042030103567,0.288166407011907,0.203409608108294
58,University of Sydney,Australia,55.4,88.1,65.7,57.2,92.1,62.4,41868,20.2,28%,2012,Oceania,57,43,-33.8889069,151.1894337,771.256,0.28,-1.88865384470915,0.077037451921192,1.76793940165067,-1.34306714978745,0.218079917780787,-0.074203523940752
59,University of Pittsburgh,United States,54.3,26.5,53.9,88.7,37.5,62,26485,5.8,10%,2012,North America,51,49,40.444153,-79.9624399,748.037,0.1,-0.916916570585093,0.463623696878763,-1.34634944138562,1.31527590945503,-0.063412323699257,-0.11759500460715
59,Ecole Normale Superieure de Lyon,France,56.6,66.2,33.5,96.4,44.7,62,2400,7.9,20%,2012,Europe,46,54,45.7297811,4.8265819,800.895,0.2,-1.04771117187608,-0.972389645213393,-0.825792233670678,0.204223006896989,-0.647507085107783,0.848400010647345
61,University of Zurich,Switzerland,56.7,87.4,45.9,78.4,43.5,61.9,26583,6.5,19%,2012,Europe,57,43,47.4968476,8.7298177,1296.412,0.19,-1.77023049615088,-3.35229481506834,1.50182120317829,1.68759336526734,0.292414472941954,0.543419989613383
62,Hong Kong University of Science and Technology,Hong Kong,51,80.1,58.6,71,59,61.7,11385,23.8,36%,2012,Asia,,,22.3358031,114.265904,836.098,0.36,-1.40152100325122,-0.85390772107133,0.552873363481247,-0.411070407334741,0.283480679598227,-0.110086381311352
63,Ecole Polytechnique,France,50.4,86.1,38.8,89.1,63,61.5,2429,4.8,30%,2012,Europe,18,82,48.7143,2.2113,800.895,0.3,-1.24444322854637,-1.1478713887427,0.129998163032521,-0.719110021561136,-0.778451626684505,0.551322866931184
64,University of Massachusetts,United States,54,27.3,58.3,80.1,53.2,61.1,56959,13,11%,2012,North America,49,51,42.36565,-71.10832,748.037,0.11,-1.06657278424696,0.874722058899,-0.617882514829097,1.09400008183648,-0.063432887124865,-0.241359872701308
65,McMaster University,Canada,41.9,72,49.9,85.5,97.5,61,23823,19.3,15%,2012,North America,53,47,43.2633694,-80.2781152,695.607,0.15,-1.41384328033644,0.396251606288718,0.858258757002052,-1.12518846937607,-1.51895659759711,-0.167061003972608
66,University of Bristol,United Kingdom,44.2,73.7,47.7,89.9,34.8,60.9,17906,14,25%,2012,Europe,53,47,51.4584837,-2.6097752,698.496,0.25,-0.724168680577006,-0.941178536496145,-1.19689082894889,-0.538748199688106,-0.140322268787733,-0.095024307673949
67,KU Leuven,Belgium,52.5,56.7,64.7,63,99.9,60.8,42503,41.9,18%,2012,Europe,54,46,50.8748552,4.7079313,780.779,0.18,-1.73440958653055,1.0164332339942,1.65203298145458,-0.29221719526229,-0.38349963859855,-0.292778150172104
68,Utrecht University,Netherlands,42.8,58.1,53.2,85.7,59.3,60.4,30779,15.4,7%,2012,Europe,59,41,52.0851623,5.1741064,800.681,0.07,-1.05527083117112,-0.345255889087265,-0.088633508688657,0.199393253359706,-0.5911630428728,-0.366551924260753
69,University of Gottingen,Germany,51.4,48,50.9,84.1,32.7,60.3,25581,25.6,12%,2012,Europe,51,49,51.5285079,9.932326,723.534,0.12,-0.726835770462714,-0.159816889766902,-1.2619761721304,0.481768523850931,0.204971843300775,-0.034057619302101
70,Vanderbilt University,United States,52.1,26.8,47.6,86.8,64.4,59.6,12161,3.6,10%,2012,North America,52,48,36.1442215,-86.8027573,748.037,0.1,-0.973789608569058,0.948026339876772,-0.4348106158715,1.03430361698461,-0.792130792849099,0.05393424671562
71,Tsinghua University,China,74.1,33.4,70.1,37.4,99.8,59.5,39763,13.7,10%,2012,Asia,32,68,40.0022904,116.3209891,419.868,0.1,-1.47470873440144,3.73836867446122,0.798326010329078,-1.16752597492625,0.980971354635944,0.300199685750583
72,Rice University,United States,45.9,39.7,38,99.9,36.2,59,6333,9,26%,2012,North America,44,56,29.7167914,-95.4047811,748.037,0.26,-0.501584375919289,-0.266409329521962,-1.5242577136031,0.897962658367532,-0.805759479441156,0.136134890465003
73,Heidelberg University,Germany,57.1,62.3,41.5,78.5,37.6,58.7,28881,24.5,17%,2012,Europe,55,45,49.4191,8.6702,723.534,0.17,-0.713647125426678,-0.414270618310307,-0.860552489115234,-0.038100610867935,0.303882595660243,0.588508190882893
74,University of Queensland,Australia,47.5,80.8,52.3,70.2,62.6,58.6,34718,32.7,27%,2012,Oceania,53,47,-27.4974181,153.0131696,771.256,0.27,-1.06462986459255,-0.602445801384585,0.496749936903706,-0.785158497738001,0.061862108293618,-0.024482994821665
75,Emory University,United States,48.4,37.3,39.8,90.9,34.4,57.4,12338,4.5,18%,2012,North America,56,44,33.7915703,-84.3183726,748.037,0.18,-0.409006706636754,-0.085746414653103,-1.36531575424622,0.96785579388387,-0.367850622844713,0.169915822875472
75,Wageningen University and Research Center,Netherlands,50.1,75.9,47.6,66.3,100,57.4,9248,17,21%,2012,Europe,56,44,51.9846,5.6658,800.681,0.21,-1.41350737189972,0.20583923300931,1.82115994291842,-0.837796028989752,-0.754048624095147,0.276437867916761
77,Tufts University,United States,45.8,41.3,37.4,94.5,35.4,57.3,10410,10,14%,2012,North America,54,46,42.4062917,-71.1197505,748.037,0.14,-0.373085333299359,-0.268776230505847,-1.38478515270749,0.826581209956862,-0.59564888386955,0.164584044145948
77,University of Colorado Boulder,United States,39.5,30.8,42.6,98.2,-,57.3,29325,16.1,8%,2012,North America,45,55,40.0068781,-105.272776,748.037,0.08,-0.748809701690708,0.6427849445884,-0.46805595551959,0.833081785833416,-1.64981303262735,-0.259213022125708
79,Leiden University,Netherlands,45.4,54.4,55.3,71.7,48.6,57,21222,17.1,10%,2012,Europe,59,41,52.1548467,4.4838765,800.681,0.1,-0.746216129348094,-0.237963934207981,-0.078017181313524,0.375842415829084,0.245781161790973,-0.353069224697911
80,Lund University,Sweden,40.4,61.2,58.5,72.8,32.6,56.9,28251,11.5,15%,2012,Europe,,,55.7039571,13.1902011,765.585,0.15,-0.50257197551728,-0.658113303985256,-0.649178610423717,0.109666633439973,0.580803750554442,-0.65315644646378
81,"Rutgers, the State University of New Jersey",United States,51.6,25.3,60,69,-,56.8,37032,17.3,8%,2012,North America,51,49,40.16706,-74.49987,748.037,0.08,-1.00830270844914,1.38346073431377,0.207974007834476,0.937412530067001,-0.095616811253286,-0.364772855685374
81,University of Rochester,United States,47,45.7,33.5,94.5,36.4,56.8,9390,4.5,26%,2012,North America,49,51,43.1306,-77.626,748.037,0.26,-0.350361467872064,-0.389376787574961,-1.3204155408966,0.677197443448663,-0.642527467517347,0.365779539854341
83,Durham University,United Kingdom,32.5,75.8,37.9,96.2,30.5,56.4,15489,15.7,24%,2012,Europe,54,46,54.7589551,-1.5813322,698.496,0.24,-0.142894190259567,-1.34134800204493,-1.4088265172775,-0.594977928144994,-0.641487410014464,-0.228190312901416
84,Pierre and Marie Curie University,France,56.3,66.7,30.5,81.1,26.2,56,27862,8.7,18%,2012,Europe,48,52,48.8471,2.3575,800.895,0.18,-0.402423661988704,-1.18649149361411,-0.964338129817582,0.294925238977557,0.304009487411672,0.929081601909821
85,University of St Andrews,United Kingdom,37.1,89.1,40.2,83,34.1,55.7,8338,12.7,47%,2012,Europe,56,44,56.3411984,-2.7930938,698.496,0.47,-0.248243484077714,-1.44438917931487,-0.854313732920419,-1.11943180788135,-0.069347783447366,-0.043822870208878
86,"University of California, Irvine",United States,36.2,36.3,42.3,93.5,45.6,55.4,26614,16.1,16%,2012,North America,52,48,33.6431901,-117.8401649,748.037,0.16,-0.26348041967349,0.020719108806065,-1.03205978196471,0.839087284710281,-0.93257482493524,-0.386271546564358
87,Uppsala University,Sweden,47.2,59.1,65.1,53.3,43.4,55.2,25266,18.2,12%,2012,Europe,57,43,59.85519,17.63149,765.585,0.12,-0.641513739741273,-0.039622267851717,0.164226868739713,0.020634480445046,1.25605265843549,-0.580219528996424
88,Technical University of Munich,Germany,50,65.2,37.1,76.3,47.2,55.1,35565,31.5,20%,2012,Europe,33,67,48.1497,11.5679,723.534,0.2,-0.453134131901336,-0.383488266893707,-0.431944189725156,-0.272509921025497,-0.046413650598513,0.488061193739869
89,University of Notre Dame,United States,42.6,33.1,36.2,94.1,27.3,55,11829,13.8,10%,2012,North America,44,56,41.7045678,-86.2382203,748.037,0.1,-0.051012027362546,-0.220263948585177,-1.66979861014458,1.16498939152126,-0.499326868639283,0.029579872607281
90,Dartmouth College,United States,44.8,30.6,38.7,89.9,-,54.9,6178,6.6,16%,2012,North America,47,53,43.7047927,-72.2925909,748.037,0.16,-0.641713803896811,0.781603993745252,-0.263300572000638,0.834349374939487,-1.31122739027904,0.090282295129607
91,University of Helsinki,Finland,39.3,46.8,54.2,75.1,28.9,54.8,23505,15.1,6%,2012,Europe,66,34,60.1710377,24.9491506,779.174,0.06,-0.238258797952159,-0.423234386357148,-0.882180369860335,0.706474706068697,0.435734085983067,-0.624926929626027
92,University of Amsterdam,Netherlands,41.7,56.4,54.7,68.3,42.5,54.7,24570,14.4,11%,2012,Europe,53,47,52.3550532,4.9509783,800.681,0.11,-0.473324475539064,-0.417895324317044,-0.135083413303247,0.330934525263058,0.444357118908258,-0.47511065053749
93,Case Western Reserve University,United States,54.2,29.9,40.2,78.4,-,54.6,9259,6.4,17%,2012,North America,48,52,41.5013869,-81.6007022,748.037,0.17,-0.756915097259653,1.04725350464595,-0.00433492797927,0.855341384552089,-0.691314611141962,0.419663595706675
94,Korea Advanced Institute of Science and Technology (KAIST),South Korea,64.2,29.3,54.6,47.1,100,54.5,9027,10,9%,2012,Asia,20,80,36.3697191,127.362537,823.151,0.09,-1.33224561299331,1.91348497982144,1.97601088402694,0.835748855217997,0.135762064280024,0.403178436965507
94,"University of Maryland, College Park",United States,41.1,35.3,43.6,85.8,28.5,54.5,31331,8.4,9%,2012,North America,48,52,39.2886143,-76.6230002,748.037,0.09,-0.077029423716167,-0.134782429185394,-1.38609667612781,1.02618101467747,-0.126328536794498,-0.259380723319135
96,Michigan State University,United States,47.4,34,49.6,73.6,28,54.4,44750,15.7,15%,2012,North America,51,49,42.718568,-84.4779157,748.037,0.15,-0.192282350362289,0.140895996146829,-1.11659325265398,1.04839856429794,0.542490324888401,-0.207554535843868
97,University of Arizona,United States,45.1,28.4,43,78.3,86,54.2,36429,12.7,8%,2012,North America,52,48,32.228775,-110.9768841,748.037,0.08,-0.72605540087101,1.32940739441722,0.53105543582054,0.702119805409742,-1.21211206490222,-0.016374494470713
98,Purdue University,United States,56.6,52.6,49.4,57.8,-,54,39256,18.1,22%,2012,North America,42,58,40.4319722,-86.9238937,748.037,0.22,-0.866446008683459,0.700908087465718,0.721271083062756,-0.006728540392639,0.345660364458685,0.328983072675293
99,University of Sussex,United Kingdom,30.6,79.8,34.8,92,28.1,53.9,12001,17.4,35%,2012,Europe,54,46,50.8679437,-0.0878561,698.496,0.35,0.093785853311212,-1.49375471600597,-1.31974834034207,-0.734877478290615,-0.50175493337528,-0.178784573140854
100,University of Alberta,Canada,50.6,71.9,54.4,51.7,53.7,53.7,36299,21.6,23%,2012,North America,55,45,53.5238572,-113.5228267,695.607,0.23,-0.572850266652981,0.061919581530711,0.382848514834161,-0.815498432386572,1.01173922853032,-0.006790450574742
101,University of Sheffield,United Kingdom,44.6,68.2,46,67.5,40.2,53.6,23311,15.5,31%,2012,Europe,50,50,53.3815248,-1.4806814,698.496,0.31,-0.253440519717363,-0.40685004967333,-0.44911686325102,-0.500723994543488,0.498258767114003,-0.013752146617692
102,University of Glasgow,United Kingdom,37.5,68.1,41,77.5,61.4,53.4,22616,16,29%,2012,Europe,57,43,55.8723154,-4.2892178,698.496,0.29,-0.351221548709989,-0.209835209669969,-0.022788923996898,-0.687438410935512,-0.598416994582893,-0.103260011675377
103,University of Cape Town,South Africa,34.3,73.9,41.1,75.3,97.5,53.2,20040,12.1,18%,2012,Africa,53,47,-33.9582875,18.4599735,454.643,0.18,-0.435270478727559,1.31523524833259,0.378775906256705,-2.38105019625477,-1.41518323946912,-0.146806284126993
104,Delft University of Technology,Netherlands,53.5,71.3,66.1,31.2,100,53.1,15920,19.4,25%,2012,Europe,26,74,51.9958959,4.3720411,800.681,0.25,-1.30054350450806,0.90731953516381,2.71640901397218,-0.838795583359944,0.86813271839755,-0.198909499652798
104,University of Montreal,Canada,54.5,79.5,47,48.7,81.3,53.1,38264,20.3,25%,2012,North America,57,43,45.492754,-73.580477,695.607,0.25,-0.848590174742439,0.413929724844167,1.37111084817014,-1.32288837888809,0.435449997849759,0.478283352393802
106,Ghent University,Belgium,41.1,47.3,52.2,63.4,97.8,53,32166,34.1,9%,2012,Europe,57,43,51.0079474,3.7108811,780.779,0.09,-0.897884322072204,1.05932116618814,1.5840435742803,-0.000371476237496,-0.809681628097553,-0.365279441844541
107,"Royal Holloway, University of London",United Kingdom,28.6,93.3,24.1,98.2,25.9,52.9,8747,15.9,37%,2012,Europe,57,43,51.5072648,-0.1278328,698.496,0.37,0.257739752352715,-2.09394019333013,-1.42778089217298,-1.14673550564029,-0.831287746885057,0.156588993359287
108,Tokyo Institute of Technology,Japan,56,24.9,58.9,49.5,66.3,52.8,9586,7.3,13%,2012,Asia,13,87,35.605038,139.6827549,891.631,0.13,-0.838199570966932,1.01282259502044,1.10613124068973,1.58507406160442,0.75689314501596,-0.140941380223279
109,Humboldt University of Berlin,Germany,51.3,64.5,54.5,50.1,-,52.6,29987,52.5,16%,2012,Europe,,,52.5184093,13.392908,723.534,0.16,-0.748161967335662,0.515315201978435,0.967513236952285,-0.593264511826061,0.656673936634571,0.010151924506421
110,"University of California, Santa Cruz",United States,28.5,29.8,36.6,99.9,29.5,52.5,17404,22.7,1%,2012,North America,53,47,36.99745,-122.05274,748.037,0.01,0.288057902074793,-0.293028379060342,-1.7093124553569,1.20638559191742,-1.04188253320463,-0.558204335578195
111,University of Basel,Switzerland,38.9,92.4,21.9,86,48.6,52.2,12551,17.3,24%,2012,Europe,54,46,47.5612651,7.5752961,1296.412,0.24,-0.749387203346633,-3.81359074336578,1.62296835993481,1.42901217642286,-0.822100626222953,0.677303870724198
112,University of Bern,Switzerland,43,77.6,34.6,73.5,38.2,52.1,14708,22.5,14%,2012,Europe,54,46,46.9505,7.4381,1296.412,0.14,-0.737971649653308,-3.31341318092446,1.49024948331876,1.98598031576272,0.109839962410687,0.338641865324816
113,University of Utah,United States,42.1,23.3,41,82.3,-,51.9,25674,16.9,9%,2012,North America,45,55,40.7628137,-111.8368719,748.037,0.09,-0.401398735849529,1.07497487330695,-0.097197105437371,1.03187866193561,-1.07997328559758,-0.119167423801125
114,Stony Brook University,United States,37.7,56.5,28.7,88.3,29.2,51.4,21908,10.9,24%,2012,North America,50,50,40.9098347,-73.1211991,748.037,0.24,0.229138060124119,-0.899926939603852,-1.22660265860884,0.303920142237128,-0.456174870485978,0.206904726961684
115,Eindhoven University of Technology,Netherlands,35.6,67.3,48,62.1,100,51.3,8176,16,14%,2012,Europe,19,81,51.4486602,5.4903996,800.681,0.14,-0.783642407221948,0.363569679022371,1.95217137939917,-0.642461959855345,-0.909936848619032,-0.343690125259479
116,University of Lausanne,Switzerland,27.5,86.7,40.4,77.8,40.3,51.2,11964,13.1,22%,2012,Europe,,,46.5225695,6.5809505,1296.412,0.22,-0.577798441438427,-3.72113057651593,1.58746554630314,1.58670935113002,-0.263682514645292,-0.429216022411499
117,Monash University,Australia,40.5,75.8,48.5,57.1,62.2,51.1,50882,40.5,36%,2012,Oceania,56,44,-37.7839746,144.9586743,771.256,0.36,-0.406424048430438,-0.398061117262712,0.854655713871615,-0.704774476432823,0.329127261761582,-0.180751519081717
117,Trinity College Dublin,Republic of Ireland,30.3,89.4,23.5,91.7,29.7,51.1,15521,18,25%,2012,Europe,57,43,53.3438406,-6.2543801,806.245,0.25,0.210224605497714,-2.24957955244287,-0.795607121549888,-0.572655121622996,-0.688238926887121,0.238379343336694
119,Osaka University,Japan,61.8,21.1,56.5,40,75,51,23144,7.8,9%,2012,Asia,31,69,34.8080904,135.4578522,891.631,0.09,-0.849045982439329,1.45772480764742,1.58099519023611,1.6220672597173,0.94705534524677,0.175626868868501
120,Tohoku University,Japan,57.7,25.6,55.7,42.9,78.9,50.8,17200,5,7%,2012,Asia,25,75,38.2530945,140.8736593,891.631,0.07,-0.836308553664598,1.31899394651949,1.6812396066712,1.42345104146536,0.673503737969032,0.064400470444151
121,Hebrew University of Jerusalem,Israel,47.7,53,56.4,48.4,25,50.4,17612,10.7,5%,2012,Asia,55,45,31.7946,35.2414,794.796,0.05,-0.052969183815079,-0.32507089744385,-0.208105412581626,0.52664624158518,1.72108892187938,-0.316471117953937
121,University of York,United Kingdom,36.7,72.7,38.8,71.6,33.9,50.4,,,,2012,Europe,,,53.9454037,-1.0313888,698.496,,0.177404800269494,-0.836677846967778,-0.668254334362355,-0.611519687899907,0.251069482464561,-0.074851593211705
123,Indiana University,United States,46.8,37.7,34.5,73.7,-,50.2,62468,13.6,13%,2012,North America,53,47,39.1691002,-86.5197898,748.037,0.13,-0.314076565889811,0.763648263955833,0.238027744961125,0.533600488764809,-0.724671857682151,0.361901696362359
124,Seoul National University,South Korea,64.6,16.3,50.8,44,42.6,50.1,26389,13.9,10%,2012,Asia,,,37.46685,126.94892,823.151,0.1,-0.32296136560745,1.18952838296571,0.181304151759867,1.8163145411121,1.5347554919047,0.403729142875435
